,TICID,Camera,CCD,Tmag,RA,Dec,planet,light_curve
11314,260162101,4,2,9.73,92.7777,-56.1687,0,"[array([1.00074387, 0.99782586, 0.99694622, ..., 1.00119209, 1.00135672,
       1.0019536 ]), array([1517.36458416, 1517.37708404, 1517.38888948, ..., 1541.9705024 ,
       1541.98230772, 1541.99480746])]"
2062,31535975,3,1,9.84,136.3259,-44.7251,0,"[array([0.99416775, 0.99294347, 0.99023932, ..., 1.00705111, 1.0063678 ,
       1.00691903]), array([1517.36644567, 1517.37894599, 1517.39075184, ..., 1541.97306893,
       1541.98487446, 1541.99737444])]"
13440,285699059,3,1,8.52,130.5015,-47.6649,0,"[array([0.98728138, 0.98750138, 0.98768008, ..., 1.00465739, 1.00315416,
       1.00251329]), array([1517.36616924, 1517.37866948, 1517.39047526, ..., 1541.9726736 ,
       1541.9844791 , 1541.99697903])]"
10622,231512715,2,1,14.19,127.4634,-26.421,0,"[array([1.01173615, 1.00981236, 1.01007974, ..., 1.00265491, 0.9928031 ,
       0.99397558]), array([1517.37062936, 1517.38382391, 1517.39562957, ..., 1541.97390189,
       1541.98570709, 1541.99820671])]"
93,1000372,1,1,7.68,130.1724,-12.169,0,"[array([0.99266112, 0.9928847 , 0.99287558, ..., 0.9918406 , 0.99165064,
       0.99172473]), array([1517.36869807, 1517.38119815, 1517.39300379, ..., 1541.9746137 ,
       1541.9864188 , 1541.99891832])]"
2858,40275791,4,3,12.21,76.9628,-68.111,0,"[array([0.99262875, 0.99200243, 0.99870527, ..., 1.00135398, 1.00105512,
       0.99928838]), array([1517.36324883, 1517.37574878, 1517.38755429, ..., 1541.96944606,
       1541.98125157, 1541.99375154])]"
13357,284288082,3,3,9.54,106.7423,-53.545,0,"[array([1.00152946, 1.0023067 , 1.00151777, ..., 1.00037003, 1.00016963,
       0.99990559]), array([1517.37287552, 1517.3867644 , 1517.39440328, ..., 1541.97131294,
       1541.98311829, 1541.99561807])]"
1333,25161006,2,2,14.78,143.1975,-34.3628,0,"[array([1.04787064, 1.05096328, 1.05728674, ..., 0.98490655, 0.98284662,
       0.98941022]), array([1517.36450209, 1517.38047482, 1517.39089182, ..., 1541.97399099,
       1541.98579652, 1541.99829649])]"
5676,131248241,3,2,8.25,117.7192,-40.7162,0,"[array([1.00214922, 1.00091326, 1.00120664, ..., 1.0089705 , 1.00847661,
       1.00902891]), array([1517.36659011, 1517.37909014, 1517.39089572, ..., 1541.97261067,
       1541.98441592, 1541.9969156 ])]"
14551,300710077,4,1,11.92,115.2706,-71.3036,1,"[array([0.98930627, 0.98194319, 0.98163652, ..., 0.97686654, 0.97703809,
       0.98013765]), array([1517.36380083, 1517.37630103, 1517.38810678, ..., 1541.9704608 ,
       1541.98226649, 1541.99476664])]"
15253,309779168,4,1,8.09,126.2589,-64.0859,0,"[array([0.99822319, 0.99640328, 0.99551523, ..., 1.0036335 , 1.00365841,
       1.00406003]), array([1517.36459614, 1517.37709639, 1517.38890218, ..., 1541.97127325,
       1541.9830789 , 1541.99557901])]"
3241,47796778,2,1,15.3,129.3212,-31.04,0,"[array([1.7026639 , 0.98433566, 1.14775681, ..., 0.84085637, 1.11301291,
       1.0540489 ]), array([1517.37032101, 1517.38143227, 1517.39323797, ..., 1541.97373689,
       1541.98554217, 1541.99804188])]"
5080,101067091,2,4,9.89,129.9182,-15.3559,0,"[array([0.99539912, 0.99524009, 0.99368024, ..., 1.00230122, 1.00172508,
       1.00216889]), array([1517.367163  , 1517.38105199, 1517.39285764, ..., 1541.97450808,
       1541.9863132 , 1541.99881275])]"
2690,38697111,4,3,8.6,65.9733,-63.2987,0,"[array([0.99805468, 0.99798399, 0.99645567, ..., 1.00302017, 1.00279319,
       1.00309467]), array([1517.36309984, 1517.37559966, 1517.38740505, ..., 1541.96904248,
       1541.9808479 , 1541.99334775])]"
4734,82301458,3,1,8.26,124.3434,-45.1881,0,"[array([1.00042045, 1.00036359, 1.00005615, ..., 1.00865984, 1.0086956 ,
       1.00883055]), array([1517.36633034, 1517.37883049, 1517.39063619, ..., 1541.97262532,
       1541.98443071, 1541.99693054])]"
4922,95842807,1,1,10.18,135.9657,-7.9334,0,"[array([0.99673802, 0.99631709, 0.99704158, ..., 1.00058508, 1.00136077,
       1.00095928]), array([1517.38835871, 1517.40710897, 1517.41822024, ..., 1541.97499402,
       1541.98679918, 1541.99929877])]"
779,14279702,1,3,9.79,144.2153,-2.5546,0,"[array([0.99375147, 0.99555546, 0.99557394, ..., 1.00004911, 0.99980843,
       0.99969614]), array([1517.3690557 , 1517.381556  , 1517.39336184, ..., 1541.97539204,
       1541.98719732, 1541.99969702])]"
16368,347445677,2,4,5.7,133.2718,-16.9528,0,"[array([0.99945956, 0.99970752, 0.99949533, ..., 0.99987936, 0.99989289,
       0.99999666]), array([1517.36848677, 1517.38098694, 1517.39279265, ..., 1541.97459635,
       1541.98640155, 1541.99890117])]"
6844,143403487,1,3,13.46,155.1165,-2.313,0,"[array([0.97166276, 0.9989828 , 0.97248471, ..., 0.97979409, 0.98524606,
       0.98130524]), array([1517.36325587, 1528.84869155, 1517.3903403 , ..., 1541.97558304,
       1541.98738853, 1541.99988846])]"
13818,291460867,3,3,9.67,111.0248,-50.6139,0,"[array([0.99589109, 0.99409372, 0.99508607, ..., 1.00170112, 1.00064659,
       1.0018574 ]), array([1517.36559939, 1517.3780994 , 1517.38990497, ..., 1541.97168682,
       1541.98349216, 1541.99599193])]"
14305,300037002,4,1,15.14,107.8839,-66.0196,0,"[array([0.97888571, 0.98085177, 1.08089161, ..., 1.10015368, 1.11595237,
       1.10947704]), array([1517.36418064, 1517.37668076, 1517.38848642, ..., 1541.97061718,
       1541.98242275, 1541.99492277])]"
14156,294978051,4,3,9.89,72.3433,-69.1913,0,"[array([0.9937309 , 0.99401408, 0.99301779, ..., 1.0059154 , 1.00562346,
       1.00518072]), array([1517.36305021, 1517.37416128, 1517.38735567, ..., 1541.96926535,
       1541.98107089, 1541.99357087])]"
6380,141471392,4,4,10.93,86.4833,-73.4376,0,"[array([0.99174732, 0.99275023, 0.99133199, ..., 0.99266124, 0.99433649,
       0.99452305]), array([1517.36037997, 1517.37426894, 1517.38538011, ..., 1541.96961922,
       1541.98142487, 1541.99392496])]"
6982,144792782,2,1,10.5,121.8618,-31.5559,0,"[array([0.98767197, 0.99000698, 0.99180782, ..., 1.01642108, 1.01606882,
       1.01564193]), array([1517.36739895, 1517.37989899, 1517.39170458, ..., 1541.97335485,
       1541.98516004, 1541.99765964])]"
11351,260241844,4,2,11.18,93.538,-55.026,0,"[array([0.99719447, 0.995749  , 0.99448699, ..., 1.00448155, 1.00345969,
       1.00382113]), array([1517.3646971 , 1517.37650254, 1517.38900241, ..., 1541.97058843,
       1541.98239373, 1541.99489346])]"
13152,279571361,4,2,9.03,106.1546,-59.577,0,"[array([1.00514412, 1.00478399, 1.00322628, ..., 1.00354588, 1.00305963,
       1.00346565]), array([1517.36471076, 1517.3772108 , 1517.3890164 , ..., 1541.97094412,
       1541.98274957, 1541.99524946])]"
9866,186652208,2,2,5.26,133.2068,-32.5671,0,"[array([0.99177843, 0.99165249, 0.99156189, ..., 1.00308537, 1.00299823,
       1.00308681]), array([1517.3674532 , 1517.37995343, 1517.3917592 , ..., 1541.97380304,
       1541.9856084 , 1541.99810818])]"
18900,404927661,4,3,8.92,85.488,-66.092,0,"[array([0.99595106, 0.99626637, 0.99527878, ..., 1.00314832, 1.00203896,
       1.00243998]), array([1517.36363248, 1517.375438  , 1517.38793797, ..., 1541.96981669,
       1541.98162218, 1541.99412211])]"
16485,348837576,2,4,5.51,134.6931,-16.7486,0,"[array([0.99990672, 0.99965012, 0.99957466, ..., 1.0011481 , 1.00118196,
       1.00112998]), array([1517.36850187, 1517.38100206, 1517.39280779, ..., 1541.97466292,
       1541.98646815, 1541.99896779])]"
10918,238127522,3,3,8.64,105.5406,-48.0923,0,"[array([0.97769588, 0.97744894, 0.97751242, ..., 0.99413788, 0.99367517,
       0.99410635]), array([1517.36565243, 1517.37815236, 1517.38995784, ..., 1541.97155328,
       1541.98335853, 1541.99585821])]"
17702,370041316,4,3,9.95,65.9047,-66.912,0,"[array([0.98519051, 0.98544943, 0.98547864, ..., 1.00538468, 1.00526786,
       1.00483441]), array([1517.48099893, 1517.49280439, 1517.50877647, ..., 1541.96903778,
       1541.98084327, 1541.9933432 ])]"
3453,54842627,1,1,13.2,130.3706,-7.6092,0,"[array([0.96764332, 0.97281766, 0.97085381, ..., 0.99987066, 1.00547385,
       1.0023632 ]), array([1517.39251586, 1517.40779372, 1517.41890488, ..., 1541.97475791,
       1541.98656298, 1541.99906246])]"
12729,277776848,1,3,15.85,155.5204,2.0133,0,"[array([0.97172177, 1.18924785, 0.97624809, ..., 0.95679522, 0.95995808,
       0.97703183]), array([1517.36823068, 1517.38142564, 1517.39392613, ..., 1541.97565174,
       1541.98745721, 1541.99995711])]"
13012,279213738,3,3,10.54,103.3351,-55.1818,0,"[array([1.00175571, 0.99967045, 0.99966383, ..., 1.00382233, 1.00445437,
       1.00396633]), array([1517.36500293, 1517.3775029 , 1517.38930843, ..., 1541.97106188,
       1541.98286723, 1541.99536702])]"
4020,60759046,1,1,10.2,138.6851,-11.6844,0,"[array([1.01540256, 1.01605177, 1.01677847, ..., 0.99270219, 0.99248153,
       0.99297315]), array([1517.37012713, 1517.38471074, 1517.39304424, ..., 1541.97498097,
       1541.98678622, 1541.99928589])]"
11282,260077230,4,2,11.17,91.8807,-57.4646,0,"[array([0.9922992 , 0.99066341, 0.99334598, ..., 0.99386644, 0.99363273,
       0.99311614]), array([1517.36376149, 1517.37626138, 1517.38945571, ..., 1541.97040537,
       1541.98221071, 1541.99471048])]"
19243,410452089,3,4,13.18,119.8705,-61.0779,0,"[array([1.04062343, 1.04199171, 1.03333628, ..., 1.00727057, 1.0058825 ,
       1.00683081]), array([1517.58218314, 1517.59398887, 1517.60926689, ..., 1541.97132759,
       1541.98313316, 1541.99563317])]"
11777,262611288,3,4,10.04,116.1604,-60.4979,0,"[array([0.98831391, 0.98592818, 0.98462439, ..., 1.00520563, 1.00402784,
       1.00442576]), array([1517.3648207 , 1517.37732084, 1517.38912653, ..., 1541.97125013,
       1541.98305566, 1541.99555564])]"
12829,278823421,4,2,8.95,100.0976,-59.1982,0,"[array([0.99556792, 0.9950757 , 0.99470365, ..., 1.00236869, 1.00224209,
       1.00233555]), array([1517.36319527, 1517.37708413, 1517.38958412, ..., 1541.97070989,
       1541.9825153 , 1541.99501515])]"
12045,269792900,4,4,14.14,67.8929,-78.4341,0,"[array([1.01345444, 0.97628224, 1.01870978, ..., 1.02756691, 1.0380491 ,
       1.04072404]), array([1517.36251717, 1517.37501727, 1517.38682292, ..., 1541.96909688,
       1541.98090261, 1541.9934028 ])]"
17073,350443140,4,2,10.6,85.3664,-56.8143,0,"[array([0.9798243 , 0.97693753, 0.97615099, ..., 1.01422453, 1.01483297,
       1.01351476]), array([1517.3642546 , 1517.37675443, 1517.38855982, ..., 1541.970097  ,
       1541.98190231, 1541.99440204])]"
19889,461765698,3,1,13.73,138.6723,-50.5795,0,"[array([1.03036118, 1.03398228, 1.02476943, ..., 1.0031209 , 1.00518084,
       1.00648296]), array([1517.37355228, 1517.38535817, 1517.40063639, ..., 1541.97267175,
       1541.98447737, 1541.99697744])]"
15070,308694720,2,4,9.22,135.3718,-15.8155,0,"[array([0.99560571, 0.99584854, 0.99738151, ..., 1.00156498, 1.00212014,
       1.00268149]), array([1517.36855353, 1517.38105373, 1517.39285947, ..., 1541.97472677,
       1541.986532  , 1541.99903164])]"
18398,386457619,2,4,8.97,128.1349,-13.946,0,"[array([0.99456632, 0.99476534, 0.99396783, ..., 0.99921644, 0.99869001,
       0.99966174]), array([1517.36721744, 1517.38041194, 1517.39082865, ..., 1541.97447181,
       1541.9862769 , 1541.9987764 ])]"
5503,123825794,3,2,10.88,115.9548,-44.1992,0,"[array([0.99229425, 0.98820907, 0.99218261, ..., 1.00452113, 1.00430393,
       1.00513959]), array([1517.36626272, 1517.37876274, 1517.39056833, ..., 1541.97231357,
       1541.98411886, 1541.99661857])]"
116,1039707,2,4,8.02,130.4855,-13.9192,0,"[array([0.99621612, 0.99714333, 0.99702102, ..., 0.99999249, 0.99994165,
       0.99987775]), array([1517.36724286, 1517.37835406, 1517.39363195, ..., 1541.97458693,
       1541.98639205, 1541.99889159])]"
1452,25607285,2,2,11.81,144.755,-31.8911,0,"[array([1.02272761, 1.02286804, 1.02306235, ..., 1.02164125, 1.02165961,
       1.02204561]), array([1517.3674497 , 1517.37995012, 1517.39175607, ..., 1541.97418574,
       1541.98599128, 1541.99849125])]"
12606,276666216,4,4,10.64,83.4242,-71.2766,0,"[array([0.99257636, 0.99330264, 0.9924953 , ..., 1.00288415, 1.00191367,
       1.00321889]), array([1517.36323289, 1517.37573292, 1517.3875385 , ..., 1541.96959435,
       1541.98139994, 1541.99389998])]"
12318,271301595,2,1,14.15,125.2597,-28.7939,0,"[array([0.9891277 , 1.00643039, 0.99162036, ..., 1.00443864, 0.99841475,
       1.00238693]), array([1517.36696226, 1517.37946234, 1517.38918463, ..., 1541.97367315,
       1541.98547834, 1541.99797796])]"
4427,77478128,1,4,9.62,141.6886,-2.2536,0,"[array([0.99616146, 0.99759871, 0.99646676, ..., 0.99768436, 0.99755526,
       0.99821109]), array([1517.3684021 , 1517.38090236, 1517.39340261, ..., 1541.97532616,
       1541.98713139, 1541.99963104])]"
8007,151270857,3,2,4.53,118.6662,-34.8468,0,"[array([1.00126588, 1.00141299, 1.00130391, ..., 1.00580287, 1.00587332,
       1.00579977]), array([1517.36707392, 1517.37957393, 1517.39137949, ..., 1541.97299623,
       1541.98480141, 1541.99730102])]"
15723,339673256,3,3,7.88,110.4643,-55.7711,0,"[array([1.00334597, 1.00474417, 1.00451696, ..., 1.006078  , 1.00503874,
       1.00461721]), array([1517.36513827, 1517.37763832, 1517.38944392, ..., 1541.9713464 ,
       1541.98315181, 1541.99565167])]"
5267,118344017,2,4,12.15,129.5085,-21.3493,0,"[array([0.96287936, 0.95297515, 0.953771  , ..., 1.00871336, 1.00714231,
       1.00465131]), array([1517.36681481, 1517.37792603, 1517.39459285, ..., 1541.97424182,
       1541.986047  , 1541.9985466 ])]"
2329,33878688,4,4,11.11,66.2219,-73.3335,1,"[array([1.02594113, 0.99820916, 0.99820916, ..., 0.98527277, 0.98447722,
       0.98645902]), array([1517.38838409, 1528.69841763, 1528.69841763, ..., 1541.9690532 ,
       1541.98085883, 1541.9933589 ])]"
14223,296782338,2,3,8.97,142.308,-17.6462,0,"[array([0.99145424, 0.99084198, 0.99063456, ..., 1.00408816, 1.0041219 ,
       1.00412917]), array([1517.36702788, 1517.38091714, 1517.39272301, ..., 1541.97488512,
       1541.98669048, 1541.99919028])]"
11285,260078169,4,2,10.1,91.9366,-55.373,0,"[array([0.97617191, 0.97659922, 0.97819823, ..., 1.01296401, 1.0136323 ,
       1.01250315]), array([1517.36461192, 1517.37711178, 1517.38891721, ..., 1541.97049102,
       1541.98229632, 1541.99479605])]"
4630,79797099,3,2,8.82,120.7002,-43.2849,0,"[array([0.99537468, 0.99473274, 0.99362963, ..., 1.00366545, 1.00393772,
       1.00371003]), array([1517.36643706, 1517.37893715, 1517.39074279, ..., 1541.97259479,
       1541.98440011, 1541.99689987])]"
9004,176657212,2,3,8.2,141.6852,-22.9635,0,"[array([0.99642098, 0.99553382, 0.99604762, ..., 1.00141847, 1.00086701,
       1.00109482]), array([1517.36810307, 1517.38060342, 1517.3924093 , ..., 1541.97461882,
       1541.98642422, 1541.99892406])]"
11855,262747655,1,4,8.01,141.1182,0.1757,0,"[array([0.99718523, 0.99753302, 0.99743062, ..., 0.99784505, 0.9979791 ,
       0.99764884]), array([1517.36917668, 1517.38167691, 1517.39348269, ..., 1541.9753489 ,
       1541.9871541 , 1541.99965372])]"
13018,279217116,4,2,9.29,103.4228,-57.6962,0,"[array([0.99588752, 0.99603307, 0.99436617, ..., 0.99627626, 0.99570614,
       0.99521965]), array([1517.36480124, 1517.37730123, 1517.38980123, ..., 1541.97093521,
       1541.98274061, 1541.99524045])]"
13511,286132204,1,3,8.66,146.6666,-3.5267,0,"[array([0.99988854, 0.99994218, 0.99949801, ..., 0.99361551, 0.99293917,
       0.99351454]), array([1517.36898285, 1517.3814832 , 1517.39328909, ..., 1541.97543204,
       1541.98723737, 1541.99973714])]"
11866,264767454,3,4,12.75,117.3023,-57.7931,0,"[array([0.99012768, 0.97526348, 0.98439837, ..., 1.00891566, 1.00731242,
       1.0065161 ]), array([1517.36578355, 1517.37758923, 1517.38800601, ..., 1541.97147906,
       1541.98328456, 1541.9957845 ])]"
15416,319258261,4,3,7.82,60.0574,-62.9016,0,"[array([0.9946782 , 0.99558681, 0.99432528, ..., 0.99793351, 0.99811357,
       0.99741703]), array([1517.36148214, 1517.37259307, 1517.38509286, ..., 1541.96877757,
       1541.98058298, 1541.99308283])]"
4311,74786800,3,1,8.44,137.9812,-44.189,0,"[array([0.993698  , 0.992149  , 0.99180919, ..., 1.00328779, 1.0031209 ,
       1.0036056 ]), array([1517.36301737, 1517.3755177 , 1517.39010143, ..., 1541.97315383,
       1541.98495938, 1541.99745937])]"
2235,33717547,4,4,11.79,61.3215,-76.5395,0,"[array([0.99639404, 0.99046606, 0.99976274, ..., 1.00164914, 1.00150955,
       1.00190294]), array([1517.35898556, 1517.37079117, 1528.57459966, ..., 1541.96894645,
       1541.98075214, 1541.99325229])]"
2744,38763021,4,3,8.45,67.3195,-60.2679,0,"[array([0.99743605, 0.99628305, 0.99624181, ..., 1.0033114 , 1.00305009,
       1.00334489]), array([1517.36328972, 1517.3757895 , 1517.38759484, ..., 1541.96911316,
       1541.98091851, 1541.9934183 ])]"
12486,272188971,4,1,10.42,116.5158,-72.5654,0,"[array([0.99776918, 0.99863666, 0.99589169, ..., 1.00345695, 1.0028348 ,
       1.00386572]), array([1517.36369401, 1517.37619423, 1517.38799999, ..., 1541.97039546,
       1541.98220118, 1541.99470135])]"
11364,260266502,4,2,7.28,94.0636,-59.2203,0,"[array([1.05919921, 1.06416976, 1.05919051, ..., 1.12292325, 1.12212324,
       1.12382841]), array([1517.36439838, 1517.37689831, 1517.3887038 , ..., 1541.97043717,
       1541.98224255, 1541.99474236])]"
18702,393778729,2,1,14.29,128.1146,-31.7949,0,"[array([1.01822603, 0.97591096, 0.99463296, ..., 1.01473355, 1.02226543,
       1.04069293]), array([1517.36747529, 1517.37997544, 1517.39178113, ..., 1541.97364134,
       1541.98544662, 1541.99794632])]"
18698,393747835,4,3,7.93,64.7983,-58.7466,0,"[array([1.00660455, 1.00488508, 1.00439394, ..., 1.00546765, 1.00496376,
       1.00534189]), array([1517.36324121, 1517.37574094, 1517.38754625, ..., 1541.96899001,
       1541.98079533, 1541.99329508])]"
11360,260244471,4,2,14.08,93.7041,-58.2175,0,"[array([0.92334539, 0.94205481, 0.94814587, ..., 1.04191518, 1.04708207,
       1.04161918]), array([1517.36446273, 1517.37696264, 1517.38876812, ..., 1541.97046299,
       1541.98226836, 1541.99476815])]"
13104,279430183,4,2,11.1,105.0468,-57.1316,0,"[array([0.99144405, 0.99063963, 0.99238038, ..., 0.99039447, 0.98979372,
       0.99036324]), array([1517.36489246, 1517.37739247, 1517.38919803, ..., 1541.97103793,
       1541.98284333, 1541.99534317])]"
19113,409901306,1,2,8.04,144.8758,-15.9617,0,"[array([1.00338852, 1.00171089, 1.00313854, ..., 0.99497342, 0.99556142,
       0.99431223]), array([1517.36845959, 1517.38095996, 1517.39276587, ..., 1541.9750053 ,
       1541.98681069, 1541.99931053])]"
9291,177287333,4,4,11.17,102.9818,-75.0583,0,"[array([1.00895548, 1.01076198, 1.00624967, ..., 1.00267982, 1.00300419,
       1.00415039]), array([1517.37234081, 1517.38761879, 1517.40011895, ..., 1541.96994845,
       1541.98175417, 1541.99425433])]"
8270,166970183,4,1,11.85,94.6109,-67.065,0,"[array([0.99595082, 0.99531758, 0.99649537, ..., 1.00438643, 1.00513268,
       1.00424588]), array([1517.36380868, 1517.37630871, 1517.3881143 , ..., 1541.97011628,
       1541.98192181, 1541.99442179])]"
4520,77642496,1,3,9.91,153.8789,-4.1027,0,"[array([1.01596057, 1.01552427, 1.0153439 , ..., 0.99123961, 0.99071932,
       0.9898805 ]), array([1517.58546422, 1517.60213156, 1517.61602101, ..., 1541.97553553,
       1541.98734101, 1541.99984093])]"
9156,177034213,4,1,9.38,102.5594,-70.945,0,"[array([0.99808234, 0.99691159, 0.99613726, ..., 1.00218403, 1.00156569,
       1.0017699 ]), array([1517.36365652, 1517.37615664, 1517.38796231, ..., 1541.97016875,
       1541.98197439, 1541.99447447])]"
14839,307438562,4,1,13.09,126.0082,-67.3632,0,"[array([0.97639906, 0.97240698, 0.98191881, ..., 0.98666906, 0.98691767,
       0.98530906]), array([1517.36844048, 1517.38163519, 1517.39482991, ..., 1541.97100041,
       1541.98280611, 1541.99530626])]"
9959,189109684,2,3,8.61,140.7626,-27.2843,0,"[array([0.99462521, 1.00000983, 0.99468166, ..., 1.00095391, 1.00037885,
       1.00110912]), array([1517.46365882, 1528.77818583, 1517.49560415, ..., 1541.97436172,
       1541.98616714, 1541.998667  ])]"
11238,258158150,2,1,14.08,126.9266,-29.6434,0,"[array([0.89223754, 0.90252274, 0.89727902, ..., 1.02304435, 1.02896166,
       1.02503681]), array([1517.36900808, 1517.3856749 , 1517.39678611, ..., 1541.97370748,
       1541.98551271, 1541.99801236])]"
15662,334512172,1,2,11.52,140.7315,-13.5589,0,"[array([0.94154847, 0.94368976, 0.94120926, ..., 1.03758764, 1.03684294,
       1.03719854]), array([1517.36863278, 1517.38113307, 1517.3929389 , ..., 1541.97498314,
       1541.98678844, 1541.99928817])]"
14326,300086597,4,1,9.71,108.1034,-70.4376,0,"[array([0.9966113 , 0.99574327, 0.99575758, ..., 1.00416315, 1.00414979,
       1.00471854]), array([1517.3637893 , 1517.37628945, 1517.38809515, ..., 1541.9703465 ,
       1541.98215215, 1541.99465225])]"
12816,278780557,4,2,10.35,99.9374,-54.5003,0,"[array([1.01606143, 1.01293576, 1.010252  , ..., 1.00776601, 1.0075736 ,
       1.00755751]), array([1517.36773717, 1517.38301486, 1517.39412591, ..., 1541.97093808,
       1541.9827434 , 1541.99524316])]"
18967,405464399,1,4,9.12,141.7553,7.1771,0,"[array([0.98897499, 0.9823997 , 0.99102104, ..., 1.00067985, 1.00202298,
       0.99689156]), array([1517.36933044, 1517.38183065, 1517.3936364 , ..., 1541.97543053,
       1541.98723569, 1541.99973527])]"
11170,255754489,3,3,9.12,99.4017,-49.8429,0,"[array([0.99382359, 0.99249929, 0.99318373, ..., 1.00074482, 1.00128293,
       1.00137687]), array([1517.36530284, 1517.37780271, 1517.39030258, ..., 1541.97112962,
       1541.98293486, 1541.99543452])]"
993,19909038,2,2,13.27,140.6795,-30.3794,0,"[array([0.97528881, 0.9842943 , 0.98471713, ..., 0.99148524, 0.99240065,
       0.9920063 ]), array([1517.36760244, 1517.37871386, 1517.39260313, ..., 1541.97417864,
       1541.98598409, 1541.99848398])]"
2556,38519034,4,3,8.79,63.0309,-61.593,0,"[array([1.00153804, 0.99891531, 0.99802721, ..., 1.004421  , 1.00480723,
       1.00428247]), array([1517.36304632, 1517.3755461 , 1517.38735145, ..., 1541.96890647,
       1541.98071186, 1541.99321167])]"
564,7905857,1,1,14.13,133.2708,-4.5456,0,"[array([0.97816575, 0.97134078, 0.94436097, ..., 1.02513099, 1.02744448,
       1.02030206]), array([1517.36904229, 1517.38223684, 1517.3940425 , ..., 1541.97496515,
       1541.98677024, 1541.99926975])]"
4158,62646531,1,4,12.81,142.647,-0.874,0,"[array([0.9229033 , 0.93272728, 0.93630993, ..., 0.9448573 , 0.93954146,
       0.94111329]), array([1517.36912973, 1517.38163   , 1517.39343581, ..., 1541.97537881,
       1541.98718404, 1541.9996837 ])]"
6077,140636162,4,4,9.56,72.271,-77.0055,0,"[array([0.99628174, 0.99420959, 0.99456161, ..., 1.00307739, 1.00265431,
       1.00273502]), array([1517.36127331, 1517.37377339, 1517.38766237, ..., 1541.96919485,
       1541.98100055, 1541.99350071])]"
11067,255559203,4,2,4.95,95.9073,-52.181,0,"[array([1.00043368, 1.00028944, 1.00045168, ..., 0.99863404, 0.99848121,
       0.99827737]), array([1517.3649995 , 1517.37749936, 1517.38930479, ..., 1541.97083617,
       1541.98264143, 1541.99514111])]"
9084,176873735,4,4,5.86,100.9034,-73.1187,0,"[array([0.99870628, 0.99721301, 0.9961744 , ..., 1.0007807 , 1.00062609,
       1.00063074]), array([1517.3599742 , 1517.37316879, 1517.38289112, ..., 1541.97000754,
       1541.98181321, 1541.99431333])]"
11349,260241479,4,2,8.83,93.67,-55.808,0,"[array([1.0027355 , 1.00038719, 0.99890757, ..., 1.01298416, 1.01260293,
       1.01293206]), array([1517.3646433 , 1517.37714319, 1517.38894864, ..., 1541.97056264,
       1541.98236795, 1541.9948677 ])]"
9416,178883159,1,3,9.44,151.6486,-2.3617,0,"[array([0.99860334, 0.99753976, 0.9972744 , ..., 0.98915553, 0.98864257,
       0.98918396]), array([1517.36891101, 1517.38141145, 1517.39321742, ..., 1541.9755448 ,
       1541.98735022, 1541.99985008])]"
2276,33833498,4,4,11.85,63.504,-75.2257,0,"[array([0.98106903, 0.97742987, 0.97701192, ..., 0.99873841, 0.99786943,
       0.99942893]), array([1517.36255097, 1517.375051  , 1517.38685659, ..., 1541.96898775,
       1541.98079342, 1541.99329354])]"
6882,143600373,3,2,7.48,118.4812,-43.9993,0,"[array([0.99660003, 0.99761182, 0.99645233, ..., 0.9991343 , 0.99865794,
       1.0004828 ]), array([1517.36633432, 1517.37883438, 1517.39063999, ..., 1541.97244722,
       1541.98425253, 1541.99675226])]"
12317,271190727,3,1,7.74,132.3531,-47.4886,0,"[array([1.01917005, 1.01877534, 1.01856625, ..., 0.99739331, 0.9979949 ,
       0.99880642]), array([1517.36619387, 1517.37869414, 1517.39049995, ..., 1541.97274527,
       1541.98455078, 1541.99705074])]"
17431,358111480,4,4,11.19,69.9626,-73.3212,0,"[array([1.00710964, 1.00704372, 1.00919652, ..., 1.01993465, 1.0195154 ,
       1.01996434]), array([1517.362785  , 1517.37528501, 1517.38709058, ..., 1541.9691596 ,
       1541.98096523, 1541.9934653 ])]"
9075,176870369,4,4,10.05,100.6943,-77.0435,0,"[array([1.02055705, 1.0157479 , 1.01209784, ..., 1.01574373, 1.01457191,
       1.01517975]), array([1517.36311666, 1517.37561683, 1517.38742255, ..., 1541.96979321,
       1541.98159895, 1541.99409914])]"
2441,38396389,4,3,8.06,60.1242,-60.3547,0,"[array([0.99143076, 0.99033034, 0.98957211, ..., 1.00138509, 1.00112593,
       1.00126374]), array([1517.36296252, 1517.37476783, 1517.38796201, ..., 1541.96876196,
       1541.98056732, 1541.99306711])]"
11417,260351985,4,2,10.38,94.7862,-57.1728,0,"[array([0.99349141, 0.99686277, 0.99410206, ..., 0.99905241, 0.99902749,
       0.99994403]), array([1517.36041219, 1517.38263425, 1517.39235641, ..., 1541.97055995,
       1541.9823653 , 1541.99486508])]"
9899,186977075,2,2,13.17,134.1433,-31.2993,0,"[array([0.98529112, 0.98753202, 0.99445128, ..., 1.0041666 , 1.01576173,
       1.00665116]), array([1517.36755109, 1517.38005133, 1517.39185712, ..., 1541.97391338,
       1541.98571874, 1541.99821853])]"
15131,308919081,4,1,10.28,122.637,-65.4601,0,"[array([0.99397415, 0.99554139, 0.99242449, ..., 1.00067806, 0.99997401,
       1.00051296]), array([1517.36443396, 1517.37485081, 1517.38873995, ..., 1541.97107561,
       1541.98288126, 1541.99538136])]"
